title,link,published,description
Fast starts and a licence to thrill: Wales warming to Project Bellamy,https://www.theguardian.com/football/2024/oct/12/fast-starts-and-a-licence-to-thrill-wales-warming-to-project-bellamy,"Sat, 12 Oct 2024 14:21:42 GMT","<p>The manager’s front-foot style of play has excited fans despite a tendency to fade in the second half of matches</p><p>When Craig Bellamy talks, you ­listen. He can command a ­touchline, a ­dressing room, the deepest of ­auditoriums, a gaggle of ­journalists in a ­bunker of Laugardalsvöllur ­stadium. Presumably one of the reasons Wales’s players so quickly bought into his ideas is that he is such a ­compelling orator and, ­consequently, he is easy to believe.</p><p>So when he was at pains to amplify the pluses of <a href=""https://www.theguardian.com/football/2024/oct/11/iceland-wales-nations-league-match-report"">throwing away a two-goal lead in Reykjavík </a>on Friday, it was hard not to take him at face value.&nbsp;In fairness, the positives were there: Bellamy is the first Wales ­manager to avoid defeat in his first three ­competitive matches and unbeaten at the halfway stage of the Nations League.</p> <a href=""https://www.theguardian.com/football/2024/oct/12/fast-starts-and-a-licence-to-thrill-wales-warming-to-project-bellamy"">Continue reading...</a>"
Sinner secures year-end men’s No 1 spot while Sabalenka beats Gauff in Wuhan,https://www.theguardian.com/sport/2024/oct/12/jannik-sinner-novak-djokovic-aryna-sabalenka-coco-gauff-tennis,"Sat, 12 Oct 2024 13:32:03 GMT","<ul><li>Sinner beats Mahac 6-4, 7-5 in Shanghai Masters semis</li><li>Gauff serves 21 double faults as Sabalenka reaches final</li></ul><p>Jannik Sinner secured the year-end world No 1 men’s tennis ranking by beating Czech 30th seed Tomas Machac 6-4, 7-5 in the Shanghai Masters semi-finals, capping a year where the Italian has won two grand slam titles.</p><p>Machac made a promising start by winning the opening two games before Sinner got on the board, with the top-seed turning the set around before closing it out in 44 minutes as his opponent begun to rack up the errors. Ultimately Sinner proved too solid for his fellow 23-year-old, making just nine unforced errors as he sealed his 64th win of the year.</p> <a href=""https://www.theguardian.com/sport/2024/oct/12/jannik-sinner-novak-djokovic-aryna-sabalenka-coco-gauff-tennis"">Continue reading...</a>"
England making themselves at home in world of cricket wonderment,https://www.theguardian.com/sport/2024/oct/12/miracle-in-multan-is-almost-ordinary-for-this-extraordinary-england-team,"Sat, 12 Oct 2024 14:24:36 GMT","<p>Records tumbled in an unforgettable first Test, but for England’s Ollie Pope nothing comes as a surprise</p><p>In the moments after the first Test ended on Friday, in the warm – verging on searing, given the conditions – glow of a <a href=""https://www.theguardian.com/sport/2024/oct/11/cricket-pakistan-england-win-first-test-day-five-jack-leach"">remarkable victory over Pakistan</a>, Ollie Pope was asked where it ranked among the games he has been involved in over the past couple of years.</p><p>Considering the mind-spinning absurdity of the match that had just finished, and the amount of history made over the previous five days – shattering the nation’s <a href=""https://www.theguardian.com/sport/2024/oct/11/pope-pays-tribute-to-englands-two-greedy-yorkshiremen-root-and-brook"">67-year-old record for highest partnership</a>, becoming the first team to concede 500 runs and win by an innings, posting England’s highest score since 1938 and the highest ever compiled in Pakistan, England’s greatest individual innings since 1990, plus Joe Root becoming their leading Test run-scorer of all time, not bad for a few days’ work – his response was surprising: “It would be right up there,” he said. “Definitely top three.”</p> <a href=""https://www.theguardian.com/sport/2024/oct/12/miracle-in-multan-is-almost-ordinary-for-this-extraordinary-england-team"">Continue reading...</a>"
‘Dumplings in Chinatown!’ Chicago Bears bask in UK life before Jags clash,https://www.theguardian.com/sport/no-helmets-required/2024/oct/12/chicago-bears-jacksonville-jaguars-nfl-london,"Sat, 12 Oct 2024 09:00:22 GMT","<p>The NFL visitors are making the most of their travels before facing the Jacksonville Jaguars in Tottenham on Sunday</p><p><strong>By <a href=""https://www.theguardian.com/profile/gavin-willacy"">Gavin Willacy</a> for <a href=""https://www.facebook.com/nohelmetsrequiredbook"">No Helmets Required</a></strong></p><p>Back in London for the first time in five years, Chicago Bears go into Sunday’s clash with Jacksonville in relaxed mode. Having won three of their opening five games with a week off next weekend, they have reason to be enjoying the trip. The Bears took a holistic approach to their latest NFL International Series sojourn, spending all week in the Hertfordshire countryside. It’s more minicamp than holiday, but the management were determined to ensure everyone has a life-enhancing experience in England regardless of what happens at Tottenham Hotspur Stadium against a Jaguars side far more at home in London.</p><p>Playing abroad in the NFL is rather different than nipping to Europe to play a Champions League, United Rugby Championship or Super League game. The party numbers nearer 200 than two dozen, a veritable travelling circus. There is a member of football staff for almost every one of the 53 players, plus media and commercial teams. So many that they need to stay in two different hotels.</p> <a href=""https://www.theguardian.com/sport/no-helmets-required/2024/oct/12/chicago-bears-jacksonville-jaguars-nfl-london"">Continue reading...</a>"
I have been a Wimbledon line judge for 40 years. They could have told us machines will do the job next year | Wendy Smith,https://www.theguardian.com/commentisfree/2024/oct/12/wimbledon-line-judge-andy-murray-andre-agassi,"Sat, 12 Oct 2024 06:00:19 GMT","<p>I saw Andy Murray win, and intervened when Andre Agassi swore. A computer may be consistent, but tennis needs the human touch</p><p>They say everyone remembers their first Wimbledon, but mine was so far back that it’s a bit of a blur. <a href=""https://www.eadt.co.uk/sport/21426607.wimbledon-veteran-wendy-murrays-comeback-first-day-nerves-strawberries-cream/"">It was 1982</a>, the year that Jimmy Connors beat John McEnroe, and I had tickets to Centre Court. But what made it special for me was the opening week: it was my first Wimbledon as a line judge, and since then I’ve officiated there in all but two of the tournaments. So when I heard on Wednesday that <a href=""https://www.theguardian.com/sport/2024/oct/09/tennis-wimbledon-abolishes-line-judges-after-147-years-electronic-line-calling"">the tournament is replacing us</a> line judges with electronic line calling, I was gutted. It hurt even more because I only found out when it was announced in the news and my phone started pinging with people asking me how I felt.</p><p>I used to play a lot of tennis when I was younger, and when you play junior tournaments you end up umpiring each other’s games. It was at a tournament at Wembley, sponsored by Benson &amp; Hedges, where I saw an advert from the Professional Tennis Umpires Federation (PTUF) calling for new members, and I thought I’d give it a go. I had about 30 minutes’ training at the Queen’s Club in west London and I was in. The PTUF was run by ex-military types then and they were very particular about how you stood, sat and walked on to court. They wouldn’t put up with any slouching.</p><p>Wendy Smith has been a tennis line judge since 1979. She runs a florist supplies business in Suffolk</p> <a href=""https://www.theguardian.com/commentisfree/2024/oct/12/wimbledon-line-judge-andy-murray-andre-agassi"">Continue reading...</a>"
Nobel winner Geoffrey Hinton is the ‘godfather of AI’. Here’s an offer he shouldn’t refuse… | John Naughton,https://www.theguardian.com/commentisfree/2024/oct/12/nobel-winner-geoffrey-hinton-is-the-godfather-of-ai-heres-an-offer-he-shouldnt-refuse,"Sat, 12 Oct 2024 15:00:27 GMT","<p>The computer scientist’s dogged belief in the potential of neural networks helped unlock machine learning. But he’d be wise to remember the experience of a fellow laureate</p><p>Way back in 2011 Marc Andreessen, a venture capitalist with aspirations to be a public intellectual, <a href=""https://a16z.com/why-software-is-eating-the-world/"">published an essay</a> entitled “Why Software Is Eating the World”, predicting that computer code would take over large swaths of the economy. Thirteen years on, software now seems to be chomping its way through academia as well. This, at any rate, is one possible conclusion to be drawn from the fact that the computer scientist Geoffrey Hinton shares the 2024 <a href=""https://www.nobelprize.org/prizes/physics/2024/press-release/"">Nobel prize in physics</a> with John Hopfield, and that the computer scientist Demis Hassabis shares half of the <a href=""https://www.nobelprize.org/prizes/chemistry/2024/press-release/"">Nobel prize in chemistry</a> with one of his DeepMind colleagues, John Jumper.</p><p>The award to Hassabis and Jumper was, in a way, predictable, for they built a machine – <a href=""https://www.msn.com/en-gb/news/uknews/british-computer-scientist-sir-demis-hassabis-awarded-chemistry-nobel-prize/ar-AA1rX2z5"">AlphaFold2</a> – that enables researchers to solve one of the toughest problems in biochemistry: predicting the structure of proteins, the building blocks of biological life. Their machine has been able to predict the structure of virtually all the 200m proteins that researchers have identified. So it’s a big deal – for chemistry.</p> <a href=""https://www.theguardian.com/commentisfree/2024/oct/12/nobel-winner-geoffrey-hinton-is-the-godfather-of-ai-heres-an-offer-he-shouldnt-refuse"">Continue reading...</a>"
Exuberant bums abound on the new Rivals. What a relief | Rachel Cooke,https://www.theguardian.com/commentisfree/2024/oct/12/exuberant-bums-abound-on-the-new-rivals-what-a-relief-jilly-cooper,"Sat, 12 Oct 2024 15:00:28 GMT","<p>I’m deeply attached to Jilly Cooper, who sent me champagne for my wedding, and delighted that Disney has remained true to her denizens of Rutshire</p><p>Having seen a preview of the <a href=""https://www.theguardian.com/tv-and-radio/2024/oct/08/rivals-first-look-review-sex-bad-wigs-jilly-cooper"">new TV adaptation</a> of Jilly Cooper’s 1988 novel <em>Rivals</em>on 18 October on Disney+), all I can tell you is that it came as a huge relief to me. Its producers have not, thank goodness, felt the need to re-educate the lustful denizens of the rural county of Rutshire – not even that entitled cad, Rupert Campbell-Black – and the result is a feast for sore eyes. Across eight extremely buoyant episodes, exuberant bums abound.</p><p>I won’t claim that Cooper’s work is art – though there is, of course, an art to it. But I’m deeply attached to her. Her romances about posh girls in Fulham, a place of which I then knew nothing, got me through A-levels, and ever since I’ve thought of her as a kind of guardian angel. In 2006, I interviewed her at home in Gloucestershire four days before I was to be married (reader, I had to file the piece before I went on honeymoon). When I confessed this to dear, kind Jilly, she was horrified. Why, she wanted to know, was I not lying at home with cucumber slices on my eyes?</p> <a href=""https://www.theguardian.com/commentisfree/2024/oct/12/exuberant-bums-abound-on-the-new-rivals-what-a-relief-jilly-cooper"">Continue reading...</a>"
Being dangerously thin is back in. Is the body-positivity era officially over? | Arwa Mahdawi,https://www.theguardian.com/commentisfree/2024/oct/12/body-positivity-era-over,"Sat, 12 Oct 2024 13:00:26 GMT","<p>The American Society of Plastic Surgeons put their Botoxed heads together and decreed this the ‘ballet body’ era</p><p>Ladies, have you been waiting with bated breath for an association of plastic surgeons to tell you what your body should look like this season? Have you lost sleep wondering whether your waist is on trend or not? Are you worried that your hips, which don’t lie, might be a little too 2005?</p> <a href=""https://www.theguardian.com/commentisfree/2024/oct/12/body-positivity-era-over"">Continue reading...</a>"
My terminal illness has taught me how precious life is – but also the value of a good death | Nathaniel Dye,https://www.theguardian.com/commentisfree/2024/oct/12/terminal-illness-assisted-dying-debate-mps,"Sat, 12 Oct 2024 08:00:20 GMT","<p>The assisted dying bill could alleviate the suffering of society’s most vulnerable, but MPs’ choice is not an easy one</p><p>For me, the assisted dying bill <a href=""https://www.theguardian.com/society/2024/oct/03/mps-vote-first-time-assisted-dying-bill-uk-parliament"">being put before parliament</a> isn’t just government business. It’s personal. Think of me as Schrödinger’s cancer patient: simultaneously living and dying. There’s nothing like the impending approach of the latter to add impetus and urgency to the former. In the two years since diagnosis, my cancer-riddled body has allowed me to engage in a surprising amount of living, from a 100-mile ultra running comeback to a two-month walk from John o’Groats to Land’s End. I’ve found new meaning in life, and campaigning for better NHS treatment has led me to the door of No 10 Downing Street. The prime minister has said that I inspire his government’s work and, even more significantly, my father is proud of me. My sister calls me her hero.</p><p>But despite these two life-affirming years, only 10% of people with my disease can expect to survive for five years; ready or not, death is coming for me. Yes, in between chemo cycles and surgeries I have maintained a very good quality of life, and <a href=""https://www.theguardian.com/society/article/2024/jun/25/speaker-at-labour-manifesto-launch-declared-cancer-free-after-terminal-diagnosis"">there have been periods </a>in which the cancer, while incurable, almost disappeared. Nonetheless I feel myself becoming weaker, and as I approach my end it’s this that dominates my thoughts. For me, death is not an abstract concept but a reality that looms large in my future.</p><p>Nathaniel Dye is a teacher, musician and founder of <a href=""https://bowelcancerbucketlist.com/"">bowelcancerbucketlist.com</a></p><p><em><strong>Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our<a href=""https://www.theguardian.com/tone/letters""> letters</a> section, please <a href=""mailto:guardian.letters@theguardian.com?body=Please%20include%20your%20name,%20full%20postal%20address%20and%20phone%20number%20with%20your%20letter%20below.%20Letters%20are%20usually%20published%20with%20the%20author%27s%20name%20and%20city/town/village.%20The%20rest%20of%20the%20information%20is%20for%20verification%20only%20and%20to%20contact%20you%20where%20necessary."">click here</a>.</strong></em></p> <a href=""https://www.theguardian.com/commentisfree/2024/oct/12/terminal-illness-assisted-dying-debate-mps"">Continue reading...</a>"
Hurricane Milton has left two worlds in its wake. Elon Musk lives in one of them. The other is called reality | Marina Hyde,https://www.theguardian.com/commentisfree/2024/oct/11/hurricane-milton-elon-musk-natural-disasters,"Fri, 11 Oct 2024 13:46:24 GMT","<p>Remember when the existence of natural disasters wasn’t up for ‘debate’? It seems like a long time ago now</p><p>I increasingly wonder why Elon Musk is bothering trying to <a href=""https://www.theguardian.com/technology/2024/sep/15/musk-humans-live-on-mars-spacex"">establish himself on Mars</a>, and not just because it looks like a complete dump up there. (Seriously, if you think that’s beautiful, I have around a hundred thousand disused quarries I’d love to show you right here on Earth.) Watching Hurricane Milton play out on Musk’s platform and elsewhere cemented the notion that the goal of being on another planet along with millions of people had already occurred. The only problem is that this whole other planet is here, sharing meatspace with what we used to call “reality”.</p><p>Once upon a time, relatively recently in the scheme of things, a looming natural disaster would have felt like a fairly ineluctable fact. You couldn’t “debate” a natural disaster any more than you could disagree with gravity. There is a point, we used to say, where you really can’t argue with reality. There is a point where shit gets real. But is there, any more? Certainly that point has receded much further over a still-darkening horizon than we might even have imagined back in, say, 2016, when people were warning of attempts to destroy the <a href=""https://www.npr.org/sections/13.7/2016/04/12/473850478/politics-and-the-fracturing-of-shared-reality"">very notion of shared reality</a>. In fact, it was already receding back in 2004, when a Bush administration official (widely believed to be Karl Rove) spoke disparagingly of what they called “<a href=""https://www.nytimes.com/2004/10/17/magazine/faith-certainty-and-the-presidency-of-george-w-bush.html"">the reality-based community</a>”.</p><p>Marina Hyde is a Guardian columnist</p><p>A year in Westminster: John Crace, Marina Hyde and Pippa Crerar. On Tuesday 3 December, join Crace, Hyde and Crerar as they look back at a political year like no other, live at the Barbican in London and livestreamed globally. Book tickets <a href=""https://www.theguardian.com/guardian-live-events/2024/sep/19/a-year-in-westminster-john-crace-marina-hyde-and-pippa-crerar"">here </a>or at <a href=""https://www.theguardian.com/guardian-live-events/2024/sep/19/a-year-in-westminster-john-crace-marina-hyde-and-pippa-crerar"">guardian.live</a></p> <a href=""https://www.theguardian.com/commentisfree/2024/oct/11/hurricane-milton-elon-musk-natural-disasters"">Continue reading...</a>"
My abuse in the Osho Rajneesh cult has haunted me for decades. Now I’m ready to speak out | Sarito Carroll,https://www.theguardian.com/commentisfree/2024/oct/12/abuse-rajneesh-cult-children-communes,"Sat, 12 Oct 2024 07:00:18 GMT","<p>Children like me, abused under the guise of ‘liberation’, have been left out of narratives about spiritual communes – until now</p><p>In 1978, when I was nine years old, I unexpectedly moved to India with my free-spirited mother, who had recently become a disciple of <a href=""https://www.theguardian.com/tv-and-radio/2018/apr/07/cult-oregon-1980s-terror-netflix-documentary-wild-country"">Bhagwan Shree Rajneesh (later known as Osho)</a>. Like others of her generation, she was swept up in the allure of Rajneesh’s promises: enlightenment, freedom and belonging. Osho denounced traditional religion, offering a new path to self-liberation through cathartic meditations and therapy groups, communal living and free love. In the west, they called Osho the “sex guru”.</p><p>Shortly after our arrival at Rajneesh’s ashram, I was initiated into the community and the guru gave me a new name: Ma Prem Sarito. I felt as if I now belonged, and being in the ashram was an exhilarating adventure, a portal to a world where normal boundaries dissolved. School became a distant memory. The lush gardens and nooks and crannies of the ashram were transformed into a playground where my friends and I roamed freely, liberated from structure and rules. My mother, like many other parents, embraced Rajneesh’s philosophy that children belonged not to their biological parents but to the collective. Before long, I moved into the ashram and rarely interacted with my mother.</p><p>Sarito Carroll is featured in the film <a href=""https://www.theguardian.com/film/2024/oct/02/children-of-the-cult-review-osho-commune-bhagwan-shree-rajneesh-wild-wild-country"">Children of the Cult</a> which screens Sunday 13 October <a href=""https://www.itv.com/presscentre/epweekweek-42-2024-sat-12-oct-fri-18-oct/children-cult"">on ITV and ITVX at 10.20pm</a>. She is the author of In the Shadows of Enlightenment: A Girl’s Journey Through the Osho Rajneesh Cult, due out this autumn</p><p>In the UK, the <a href=""https://www.nspcc.org.uk/"">NSPCC</a> offers support to children on 0800 1111, and adults concerned about a child on 0808 800 5000. The National Association for People Abused in Childhood (<a href=""https://napac.org.uk/"">Napac</a>) offers support for adult survivors on 0808 801 0331. In the US, call or text the <a href=""https://www.childhelp.org/hotline/"">Childhelp</a> abuse hotline on 800-422-4453. In Australia, children, young adults, parents and teachers can contact the <a href=""https://kidshelpline.com.au/"">Kids Helpline</a> on 1800 55 1800, or <a href=""https://bravehearts.org.au/"">Bravehearts</a> on 1800 272 831, and adult survivors can contact <a href=""https://blueknot.org.au/"">Blue Knot Foundation</a> on 1300 657 380. Other sources of help can be found at <a href=""https://childhelplineinternational.org/helplines/"">Child Helplines International</a></p><p><em><strong>Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our<a href=""https://www.theguardian.com/tone/letters""> letters</a> section, please <a href=""mailto:guardian.letters@theguardian.com?body=Please%20include%20your%20name,%20full%20postal%20address%20and%20phone%20number%20with%20your%20letter%20below.%20Letters%20are%20usually%20published%20with%20the%20author%27s%20name%20and%20city/town/village.%20The%20rest%20of%20the%20information%20is%20for%20verification%20only%20and%20to%20contact%20you%20where%20necessary."">click here</a>.</strong></em></p> <a href=""https://www.theguardian.com/commentisfree/2024/oct/12/abuse-rajneesh-cult-children-communes"">Continue reading...</a>"
Martin Rowson on claims that Labour’s tax plans will cause rich people to flee the UK – cartoon,https://www.theguardian.com/commentisfree/picture/2024/oct/11/martin-rowson-claims-labour-tax-plans-rich-people-flee-uk-cartoon,"Fri, 11 Oct 2024 16:17:58 GMT","<a href=""https://www.theguardian.com/commentisfree/picture/2024/oct/11/martin-rowson-claims-labour-tax-plans-rich-people-flee-uk-cartoon"">Continue reading...</a>"
The Guardian view on taxing the rich: essential for economic fairness and growth | Editorial,https://www.theguardian.com/commentisfree/2024/oct/11/the-guardian-view-on-taxing-the-rich-essential-for-economic-fairness-and-growth,"Fri, 11 Oct 2024 16:52:00 GMT","<p>Powerful vested interests are trying to stop the wealthy from paying their fair share. Rachel Reeves should ignore them</p><p>Denis Healey is often misquoted as saying he wanted to “<a href=""https://www.theguardian.com/politics/2015/oct/03/denis-healeys-10-most-celebrated-quotes-former-labour-chancellor"">squeeze the rich until the pips squeak</a>” in the 1970s. He never actually used that phrase. What Labour’s finance spokesman did predict, however, was that his proposed top tax rate would spark “<a href=""https://www.oxfordreference.com/display/10.1093/acref/9780191843730.001.0001/q-oro-ed5-00005282?p=emailAMAJPqOxC9Rs2&amp;amp;d=/10.1093/acref/9780191843730.001.0001/q-oro-ed5-00005282"">howls of anguish from the 80,000 people</a>” wealthy enough to pay. With Labour in power again, it seems <em>plus ça change, plus c’est la même chose</em>. On Thursday this newspaper reported that Rachel Reeves, Healey’s successor in the Treasury, was looking at <a href=""https://www.theguardian.com/uk-news/2024/oct/10/rachel-reeves-capital-gains-tax-rise-budget"">taxing the rich</a> more by increasing capital gains tax. That would be a very good idea. Yet “howls of anguish” fill the airwaves and can be found on <a href=""https://www.ft.com/content/e95bae86-7c43-4241-a98e-ba6064a6a387"">newspaper</a> front pages. Ms Reeves should ignore them.</p><p>For decades the rich have projected ideas that support their interests, notably by reframing political language to valorise “<a href=""https://www.theguardian.com/commentisfree/2007/aug/28/comment.businesscomment"">wealth creators</a>”. Post the financial crisis, this has been a harder sell. But plutocrats won’t easily give up their muscle, privileges and wealth. In Britain, the grossly unfair distribution of power fuels the <a href=""https://www.telegraph.co.uk/politics/2024/10/05/labour-plans-u-turn-on-investment-tax-crackdown/"">effort</a> to protect 3,000 individuals in <a href=""https://cms-lawnow.com/en/ealerts/2024/09/the-taxing-question-of-carried-interest"">private equity</a> from Labour’s plan to make them pay their fair share in tax. It’s absurd to think that successful capitalists require an annual state subsidy of <a href=""https://www.efinancialcareers.co.uk/news/private-equity-carried-interest-pay"">£188,000</a> just to perform their roles. However, this is probably only the beginning of Labour’s efforts. On paper, Britain’s tax system seems relatively progressive, with a headline rate of 47% for those earning over £3m. In reality, nearly a <a href=""https://academic.oup.com/oxrep/article/39/3/406/7245704#414295220"">quarter</a> of this ultra-wealthy group pays less than 12% in taxes.</p><p><em><strong>Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our<a href=""https://www.theguardian.com/tone/letters""> letters</a> section, please <a href=""mailto:guardian.letters@theguardian.com?body=Please%20include%20your%20name,%20full%20postal%20address%20and%20phone%20number%20with%20your%20letter%20below.%20Letters%20are%20usually%20published%20with%20the%20author%27s%20name%20and%20city/town/village.%20The%20rest%20of%20the%20information%20is%20for%20verification%20only%20and%20to%20contact%20you%20where%20necessary."">click here</a>.</strong></em></p> <a href=""https://www.theguardian.com/commentisfree/2024/oct/11/the-guardian-view-on-taxing-the-rich-essential-for-economic-fairness-and-growth"">Continue reading...</a>"
The Guardian view on Han Kang: a bold outsider has been rewarded | Editorial,https://www.theguardian.com/commentisfree/2024/oct/11/the-guardian-view-on-han-kang-a-bold-outsider-has-been-rewarded,"Fri, 11 Oct 2024 16:50:51 GMT","<p>This year’s winner of the Nobel prize for literature is another triumph for South Korean culture</p><p>It was only a question of time before South Korean literature emerged on the world stage. On Thursday Han Kang, author of the cult novel <a href=""https://www.theguardian.com/books/2015/jan/24/the-vegetarian-by-han-kang-review-family-fallout"">The Vegetarian</a>, became the first South Korean writer to be awarded the Nobel prize for literature. This is the latest triumph of <em><a href=""https://www.theguardian.com/world/2022/sep/04/korea-culture-k-pop-music-film-tv-hallyu-v-and-a"">hallyu</a></em> – the South Korean wave – that has been scoring firsts across all cultural forms with the phenomenal success of pop bands like BTS; the 2020 Oscar-winning satire <a href=""https://www.theguardian.com/film/2020/feb/09/parasite-review-bong-joon-ho-tragicomic-masterpiece"">Parasite</a> (the first film not in the English language to take the top prize); TV sensations like <a href=""https://www.theguardian.com/world/2021/oct/08/squid-game-lays-bare-south-koreas-real-life-personal-debt-crisis"">Squid Game</a> (Netflix’s most watched show ever), and <a href=""https://www.theguardian.com/tv-and-radio/2022/mar/25/pachinko-review-min-jin-lee-south-korea"">Pachinko</a>, an adaptation of Min Jin Lee’s bestselling novel, currently in its second series. Now K-lit joins K-pop, K-drama and K-beauty. South <a href=""https://www.theguardian.com/world/2022/sep/04/korea-culture-k-pop-music-film-tv-hallyu-v-and-a"">Korea is a cultural powerhouse</a> – with a Nobel laureate to prove it.</p><p>After a century of colonialism, division, dictatorship and struggle to democracy, South Korean writers have powerful, often unheard, stories to tell. South Korean writing was the focus of the <a href=""https://www.theguardian.com/books/2014/apr/07/inside-story-korea-london-book-fair"">2014 London Book Fair</a>, but it was Han (not among the 10 authors invited over) whose work captured the outside world’s imagination a couple of years later.</p><p><em><strong>Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our<a href=""https://www.theguardian.com/tone/letters""> letters</a> section, please <a href=""mailto:guardian.letters@theguardian.com?body=Please%20include%20your%20name,%20full%20postal%20address%20and%20phone%20number%20with%20your%20letter%20below.%20Letters%20are%20usually%20published%20with%20the%20author%27s%20name%20and%20city/town/village.%20The%20rest%20of%20the%20information%20is%20for%20verification%20only%20and%20to%20contact%20you%20where%20necessary."">click here</a>.</strong></em></p> <a href=""https://www.theguardian.com/commentisfree/2024/oct/11/the-guardian-view-on-han-kang-a-bold-outsider-has-been-rewarded"">Continue reading...</a>"
Assisted dying bill leaves much unanswered | Letters,https://www.theguardian.com/society/2024/oct/11/assisted-dying-bill-leaves-much-unanswered,"Fri, 11 Oct 2024 16:33:38 GMT","<p><strong>Dr Lucy Thomas</strong> says Charles Falconer’s assertion that the type of legislation he is proposing is ‘safe’ does not make it so; plus five other readers respond on questions of palliative care and Kim Leadbeater’s private member’s bill</p><p>If Lord Falconer’s aim (<a href=""https://www.theguardian.com/society/2024/oct/04/why-we-urgently-need-to-change-the-law-on-assisted-dying"">Letters, 4 October</a>) is to develop a safe and compassionate assisted dying law he should want to understand and address, rather than dismiss, the <a href=""https://www.theguardian.com/commentisfree/2024/oct/02/politicians-vote-assisted-dying-bill-healthcare-system"">serious concerns raised by people like me</a> who work with terminally ill patients on a daily basis and who&nbsp;he expects to enact his legislation (<a href=""https://www.theguardian.com/commentisfree/2024/oct/02/politicians-vote-assisted-dying-bill-healthcare-system"">I see the worrying consequences of assisted dying in other countries. Britain’s bill needs&nbsp;a radical rethink, 2 October</a>). He&nbsp;should also be actively seeking&nbsp;to learn from, rather than&nbsp;ignore, what is not working well in other countries.</p><p>Lord Falconer believes there is a fundamental difference between feeling suicidal and wanting a medically assisted death. However, it is absurd to claim that <em>just because</em> someone has a terminal illness they cannot, apparently by definition, be suicidal. On the basis of this claim, he would require doctors to treat a patient saying they want to end their life in a radically different way <em>just because</em> they have a terminal illness. This is not “person-centred” and does not represent “choice” – and has prevented serious deliberation about what would warrant assisting someone to end their life rather than trying to&nbsp;prevent&nbsp;suicide.</p> <a href=""https://www.theguardian.com/society/2024/oct/11/assisted-dying-bill-leaves-much-unanswered"">Continue reading...</a>"
When care homes just don't care | Letter,https://www.theguardian.com/society/2024/oct/11/when-care-homes-just-dont-care,"Fri, 11 Oct 2024 16:26:52 GMT","<p>Is it right that frail, sick and vulnerable elderly people should be used simply as profit generators for private equity companies, asks <strong>Norman Edwards</strong></p><p>Your editorial on the failures of the privatisation of care services (<a href=""https://www.theguardian.com/commentisfree/2024/oct/07/the-guardian-view-on-privatised-care-failures-a-service-crying-out-for-change"">7 October</a>) rightly highlights the shameful situation that has developed for older people in residential care. The Nuffield Foundation’s research clearly shows that the increasing outsourcing of this provision is associated with lower standards of care.</p><p>I have known many care home staff and managers, but never known any who do not want the best for their residents. However, nearly all the largest private providers of care home places for older people are now owned by offshore private equity companies for whom profit is the prime motivation. For these companies, economies of scale, low wages, minimum staffing and cost-cutting are the order of the day. They open larger and larger care homes, often built on cheap land, well away from local communities. These silos of residents, many of whom live out their last few months in loneliness and isolation, pay tens of thousands of pounds a year for the privilege. They often have to spend their savings, and most likely will sell their house to fund their care.</p> <a href=""https://www.theguardian.com/society/2024/oct/11/when-care-homes-just-dont-care"">Continue reading...</a>"
Fears for future of ski tourism as resorts adapt to thawing snow season,https://www.theguardian.com/travel/2024/oct/12/fears-for-future-of-ski-tourism-as-resorts-adapt-to-thawing-snow-season,"Sat, 12 Oct 2024 04:00:16 GMT","<p>While some embrace technological innovations, others are forced to close as global heating causes lack of snowfall</p><p>Sitting at his window in Västerås, central Sweden, Thomas Ohlander is wondering when the winter season might start for his outdoor adventure business, <a href=""https://www.dothenorth.com/"">Do The North</a>. “To schedule a trip we have to be sure of snow,” he says, “And that start date is going backwards at a crazy speed.”</p><p>Each year, Ohlander’s local ice-skating club has recorded the first date on which its members managed to get out on the frozen lakes. In 1988, that date was 4 November; this year the prediction is 4 December.</p> <a href=""https://www.theguardian.com/travel/2024/oct/12/fears-for-future-of-ski-tourism-as-resorts-adapt-to-thawing-snow-season"">Continue reading...</a>"
Dramatic images show the first floods in the Sahara in half a century,https://www.theguardian.com/environment/2024/oct/11/dramatic-images-show-the-first-floods-in-the-sahara-in-half-a-century,"Fri, 11 Oct 2024 11:32:32 GMT","<p>More than year’s worth of rain fell in two days in south-east Morocco, filling up lake that had been dry for decades</p><p>Dramatic pictures have emerged of the first floods in the Sahara in half a century.</p><p>Two days of rainfall in September exceeded yearly averages in several areas of south-east Morocco and caused a deluge, officials of the country’s meteorology agency said in early October. In Tagounite, a village about 450km(280 miles) south of the capital, Rabat, more than 100mm (3.9 inches) was recorded in a 24-hour period.</p> <a href=""https://www.theguardian.com/environment/2024/oct/11/dramatic-images-show-the-first-floods-in-the-sahara-in-half-a-century"">Continue reading...</a>"
